1,15,10
2,15,10
3,15,10
4,15,10
5,15,10
6,15,10
7,15,10
8,15,10
9,15,10
10,15,10
11,15,10
12,15,10
13,15,10
14,15,10
15,16,10
16,17,10
17,18,10
18,19,10
19,20,10
20,21,10
21,22,10
22,23,10
23,24,10
23,25,10
23,26,10
23,27,10
23,28,10
23,29,10
23,30,10
23,31,10
23,32,10
22,33,10
33,34,10
33,35,10
33,36,10
33,37,10
33,38,10
33,39,10
33,40,10
33,41,10
33,42,10
33,43,10
33,44,10
33,45,10
33,46,10
33,47,10
33,48,10
33,49,10
33,50,10
51,52,10
53,55,10
54,55,10
55,56,10
55,57,10
55,58,10
55,59,10
55,60,10
55,61,10
55,62,10
55,63,10
55,64,10
55,65,10
55,66,10
55,67,10
55,68,10
55,69,10
55,70,10
55,71,10
55,72,10
55,73,10
55,74,10
55,75,10
