1,30,0
2,56,0
3,14,0
4,57,0
5,51,0
6,10,0
7,55,0
8,56,0
9,44,0
10,13,0
11,52,0
12,38,0
13,26,0
14,8,0
15,21,0
16,10,0
17,52,0
18,35,0
19,28,0
20,39,0
21,32,0
22,12,0
23,33,0
24,12,0
25,46,0
26,18,0
27,38,0
28,44,0
29,24,0
30,43,0
31,24,0
32,15,0
33,39,0
34,29,0
35,16,0
36,53,0
37,59,0
38,48,0
39,51,0
40,20,0
41,33,0
42,37,0
43,40,0
44,17,0
45,39,0
46,34,0
47,55,0
48,47,0
49,13,0
50,9,0
51,30,0
52,56,0
53,14,0
54,57,0
55,51,0
56,10,0
57,55,0
58,56,0
59,44,0
60,13,0
61,52,0
62,38,0
63,26,0
64,8,0
65,21,0
66,10,0
67,52,0
68,35,0
69,28,0
70,39,0
71,32,0
72,12,0
73,33,0
74,12,0
75,46,0
