801,80,123,50,1,1
802,80,0,50,1,1
803,80,0,150,1,1
804,80,0,200,1,1
821,82,110,200,1,1
851,85,265,500,1,1
852,85,342,500,1,1
853,85,0,600,1,1
854,85,0,500,1,1
855,85,0,500,1,1
871,87,129,100,1,1
891,89,0,200,1,1
892,89,0,200,1,1
893,89,0,200,1,1
894,89,0,200,1,1
895,89,0,200,1,1
896,89,0,200,1,1
897,89,0,200,1,1
898,89,0,200,1,1
899,89,168,200,1,1
900,89,102,200,1,1
901,89,145,200,1,1
902,89,0,200,1,1
903,89,0,200,1,1
904,89,0,200,1,1
905,89,0,200,1,1
906,89,109,200,1,1
907,89,0,200,1,1
908,89,157,200,1,1
909,89,0,200,1,1
910,89,0,200,1,1
921,92,173,300,1,1
951,95,191,250,1,1
952,95,0,450,1,1
953,95,0,600,1,1
1001,100,95,100,1,1
1002,100,0,100,1,1
1003,100,0,800,1,1
1004,100,0,900,1,1
1011,101,250,500,1,1
1012,101,0,300,1,1
1021,102,1048,1900,1,1
1051,105,72,100,1,1
1070,107,0,68550,1,1
1111,111,9457,18750,1,1
1112,111,9383,18700,1,1
1113,111,135,200,1,1
1114,111,1025,1850,1,1
1115,111,0,19650,1,1
1221,122,256,400,1,1
1222,122,130,100,1,1
1223,122,0,500,1,1
1224,122,0,500,1,1
1231,123,84,100,1,1
1250,125,0,400,1,1
1261,126,234,450,1,1
1262,126,7772,15400,1,1
1263,126,0,15550,1,1
1264,126,0,31200,1,1
1265,126,0,31350,1,1
1331,133,427,850,1,1
1332,133,472,850,1,1
1333,133,0,1000,1,1
1351,135,453,900,1,1
1370,137,0,11160,1,1
1372,137,0,3690,1,1
1374,137,0,1875,1,1
1380,138,0,1000,1,1
1391,139,1941,3700,1,1
1392,139,1431,2800,1,1
1393,139,0,4200,1,1
1401,140,95,100,1,1
1411,141,132,150,1,1
1412,141,0,300,1,1
1413,141,0,43450,1,1
1414,141,0,44000,1,1
1430,143,0,5190,1,1
1432,143,0,80,1,1
1434,143,0,890,1,1
1441,144,90,100,1,1
1442,144,0,100,1,1
1443,144,0,700,1,1
1444,144,0,800,1,1
1460,146,0,27075,1,1
1491,149,112,200,1,1
1511,151,168,150,1,1
1512,151,0,500,1,1
1513,151,7062,13950,1,1
1514,151,0,36700,1,1
1550,155,0,5520,1,1
1552,155,0,30,1,1
1554,155,0,1640,1,1
1611,161,402,700,1,1
1612,161,398,700,1,1
1613,161,435,700,1,1
1614,161,0,700,1,1
1615,161,0,700,1,1
1616,161,0,700,1,1
1617,161,0,800,1,1
1621,162,106,100,1,1
1701,170,164,200,1,1
1702,170,0,350,1,1
1703,170,0,600,1,1
1704,170,924,1650,1,1
1705,170,0,7050,1,1
1710,171,0,400,1,1
1730,173,0,600,1,1
1801,180,59,50,1,1
1811,181,1876,3700,1,1
1821,182,240,300,1,1
1822,182,244,300,1,1
1823,182,0,300,1,1
1824,182,0,300,1,1
1825,182,0,200,1,1
1826,182,0,300,1,1
1827,182,0,300,1,1
1831,183,1704,3350,1,1
1832,183,0,4500,1,1
20162,2016,0,67900,1,1
20163,2016,6966,13800,1,1
20164,2016,0,61500,1,1
20165,2016,0,67400,1,1
20166,2016,8737,17350,1,1
20167,2016,0,67200,1,1
20168,2016,3681,7350,1,1
20170,2016,0,77100,1,1
20171,2016,9345,18500,1,1
20172,2016,29214,58250,1,1
20173,2016,0,1100,1,1
20174,2016,0,7250,1,1
