1,11,10
2,11,10
3,11,10
4,11,10
5,11,10
6,11,10
7,11,10
8,11,10
9,11,10
10,11,10
11,13,10
12,13,10
13,14,10
14,15,10
15,16,10
16,17,10
17,18,10
17,19,10
17,20,10
15,21,10
21,22,10
22,23,10
22,24,10
22,25,10
22,26,10
22,27,10
22,28,10
22,29,10
22,30,10
22,31,10
22,32,10
22,33,10
22,34,10
22,35,10
22,36,10
22,37,10
22,38,10
22,39,10
22,40,10
22,41,10
22,42,10
22,43,10
22,44,10
22,45,10
22,46,10
22,47,10
22,48,10
22,49,10
22,50,10
22,51,10
21,52,10
52,53,10
53,54,10
53,55,10
53,56,10
53,57,10
53,58,10
53,59,10
53,60,10
53,61,10
53,62,10
53,63,10
53,64,10
53,65,10
53,66,10
53,67,10
53,68,10
53,69,10
53,70,10
53,71,10
53,72,10
53,73,10
53,74,10
53,75,10
53,76,10
53,77,10
53,78,10
53,79,10
53,80,10
53,81,10
53,82,10
53,83,10
15,84,10
84,85,10
85,86,10
86,87,10
87,88,10
87,89,10
87,90,10
87,91,10
87,92,10
87,93,10
87,94,10
87,95,10
87,96,10
87,97,10
87,98,10
87,99,10
87,100,10
